beer1
0,1,1,0,0,17
15,1,1,0,0,16.1
30,1,1,0,0,14.9
45,1,1,0,0,14
60,1,1,0,0,13.2
75,1,1,0,0,12.5
90,1,1,0,0,11.9
105,1,1,0,0,11.2
120,1,1,0,0,10.7
150,1,1,0,0,9.7
180,1,1,0,0,8.9
210,1,1,0,0,8.3
240,1,1,0,0,7.5
300,1,1,0,0,6.3
360,1,1,0,0,5.2
